age_yrs,n_bedrooms,house_sqm,garden_sqm,pollution_idx,crime_idx,distance_to_station_km
11,2,210,45,68,58,6.43
7,1,164,0,35,42,6.09
14,2,152,50,48,51,3.37
13,2,190,65,60,52,5.4
12,3,188,94,55,77,5.57
14,3,141,43,58,64,4.92
15,3,204,94,63,71,2.61
9,3,200,93,46,46,3.92
13,3,230,70,82,46,3.29
11,2,130,77,50,78,5.14
12,2,174,49,69,66,5.22
6,1,126,0,60,50,5.29
15,4,317,106,74,34,4.56
11,3,161,86,48,27,3.24
14,3,179,81,37,33,6.39
15,2,168,55,59,51,5.5
9,2,130,57,34,28,5.67
14,3,197,107,48,37,2.33
15,2,133,51,53,37,6.15
9,3,152,37,38,17,2.75
13,2,207,111,42,43,3.68
10,3,250,68,43,47,4.27
9,4,241,69,44,47,4.07
16,3,154,90,65,59,4.43
15,2,132,35,53,38,6.59
16,3,141,94,74,61,5.99
9,3,272,97,38,52,4.27
10,2,236,0,65,79,4.57
11,3,204,66,48,36,3.11
13,3,136,74,40,49,4.44
13,3,265,111,26,44,4.81
11,2,82,57,32,45,5.33
18,1,111,31,51,59,6.07
14,2,209,75,30,24,4.2
4,2,187,43,59,54,4.93
12,3,225,106,45,62,3.62
16,2,175,134,26,57,3.4
12,3,240,89,47,63,4.54
15,2,150,83,53,65,5.36
10,3,192,76,47,33,5.15
17,3,178,77,53,58,3.56
18,3,237,102,63,56,5.21
14,3,215,75,32,22,5.51
11,3,176,101,29,53,3.93
11,2,245,0,56,46,5.05
10,2,225,65,36,34,5.24
11,3,209,109,41,59,3.19
10,2,164,24,52,26,5.84
11,2,158,0,81,58,5.36
11,2,192,122,19,56,4.07
13,3,182,77,55,69,3.87
10,3,234,0,64,38,5.0
11,2,161,106,30,49,3.62
15,3,230,102,42,74,4.09
13,3,214,66,78,71,3.41
11,2,122,41,42,37,6.32
8,3,189,74,13,56,4.24
9,3,229,66,18,36,6.0
15,3,224,0,35,23,4.54
12,2,182,0,28,56,7.17
13,2,180,65,51,61,5.09
18,3,165,54,50,59,5.32
9,2,152,81,35,26,4.61
15,3,248,84,55,55,2.39
14,3,203,0,55,48,4.43
15,3,240,0,42,50,3.52
11,3,115,77,53,60,2.94
10,2,132,20,51,34,6.73
14,3,153,74,53,58,5.33
11,3,184,56,39,35,4.54
10,3,160,78,57,38,4.05
9,3,246,97,40,9,4.92
18,4,216,102,72,56,3.04
10,2,187,0,22,46,5.05
9,3,198,82,42,45,3.94
11,2,181,45,75,52,6.4
9,2,179,78,66,46,3.75
15,3,113,66,63,51,4.85
7,2,255,29,62,35,5.68
14,3,183,59,74,37,5.49
17,3,146,0,53,57,3.18
15,3,265,103,48,32,3.13
14,3,160,98,27,34,3.67
8,2,189,102,52,39,6.55
11,3,226,80,56,49,4.36
17,2,82,65,75,73,4.25
15,4,247,101,68,38,2.16
9,3,166,75,29,13,4.19
6,3,202,0,26,52,3.41
9,3,251,0,56,45,4.32
14,3,175,71,50,52,5.19
11,3,197,93,72,61,4.76
9,2,82,72,59,26,5.64
10,2,214,78,50,29,2.36
10,2,223,53,54,60,5.66
15,2,201,58,55,67,4.58
11,3,159,56,63,55,7.36
14,3,138,94,50,60,3.54
15,3,193,0,62,71,2.17
9,2,126,30,40,52,4.26
15,2,141,76,58,64,3.04
10,3,232,89,52,34,3.96
10,2,151,0,46,54,5.14
11,2,197,0,34,42,4.15
11,2,121,58,55,63,4.29
13,3,215,68,36,39,3.58
14,3,218,0,40,57,2.72
8,2,157,50,58,61,3.66
7,2,186,0,54,41,4.95
10,4,198,95,53,35,4.44
12,3,198,72,65,39,5.62
11,3,189,51,60,36,5.45
6,3,199,59,45,30,4.99
14,2,201,0,77,77,3.41
13,2,168,47,62,50,4.9
8,3,233,0,43,19,3.95
16,3,203,0,50,41,4.83
13,2,197,68,21,7,5.74
13,3,117,0,63,57,5.65
12,1,206,59,49,39,4.59
15,3,246,0,50,59,5.04
14,3,207,63,57,50,3.23
12,3,156,87,48,38,5.06
14,2,161,79,55,40,4.63
14,3,183,67,47,50,4.18
11,3,164,0,49,45,5.07
18,2,122,74,49,37,3.38
15,3,217,0,33,35,4.51
14,2,156,70,37,58,5.36
14,2,234,75,62,57,3.69
13,3,174,64,62,55,6.91
10,2,156,43,47,67,5.71
12,3,196,86,54,33,3.34
12,2,196,70,60,58,6.88
10,3,234,58,70,38,4.68
11,3,184,77,58,73,3.9
9,2,216,0,44,33,4.24
10,3,323,92,75,42,3.65
8,2,155,54,52,39,4.79
12,2,132,79,53,40,5.22
20,2,137,0,46,44,2.34
14,2,99,0,62,57,4.98
12,2,162,96,39,35,6.7
11,3,257,49,74,61,5.34
15,2,180,65,54,47,4.32
10,2,163,39,53,34,5.95
12,2,87,52,39,32,5.35
7,2,245,28,54,38,3.39
10,3,199,82,54,50,4.32
9,3,207,0,34,41,5.37
8,2,159,84,40,19,5.71
12,2,216,0,57,38,4.2
12,3,165,68,52,41,5.47
11,3,253,81,62,58,4.43
7,2,205,71,44,59,4.97
17,2,172,0,47,61,5.74
12,3,155,119,48,25,2.29
11,2,188,63,29,49,5.48
12,3,157,82,38,57,4.43
11,3,212,45,60,49,4.14
5,2,141,0,51,43,5.95
15,3,228,96,59,37,3.59
10,2,184,0,62,39,4.33
13,3,175,60,68,14,5.31
8,3,212,0,44,50,4.9
10,2,184,0,58,29,5.95
8,2,130,58,42,35,6.69
9,2,212,0,49,32,4.65
13,2,194,104,34,61,3.84
7,3,190,66,66,76,5.44
10,2,141,66,70,68,4.49
7,2,195,61,39,31,5.46
11,3,235,81,59,51,3.93
17,3,223,72,71,49,4.16
11,4,244,112,44,50,2.96
8,2,177,0,50,48,4.78
12,1,183,64,43,45,4.42
12,3,147,0,38,33,3.81
14,2,184,0,47,55,5.55
10,2,116,53,29,44,5.22
13,3,187,65,42,54,2.08
14,2,154,39,63,38,7.45
11,3,146,70,55,66,4.38
14,2,72,0,37,56,6.27
15,3,235,100,44,34,4.49
8,3,208,60,38,48,6.75
12,3,217,76,44,40,3.84
14,2,100,73,51,67,6.97
7,3,185,0,67,33,4.62
6,2,157,67,44,57,6.61
6,4,257,97,47,21,2.18
13,3,172,81,41,41,4.52
6,4,257,106,57,44,3.23
12,3,221,95,35,21,4.71
13,2,148,50,38,35,5.76
10,2,142,0,45,71,6.21
13,3,135,0,61,52,3.68
18,2,193,89,56,60,4.03
17,3,154,118,60,40,5.44
16,2,209,61,74,64,4.31
11,3,180,73,63,49,4.21
9,3,182,57,61,29,4.56
11,3,236,95,26,36,3.72
12,3,214,62,48,45,4.15
9,2,209,58,62,60,3.81
18,2,135,85,75,69,5.55
10,2,169,67,27,53,6.39
11,3,204,86,32,10,5.04
12,3,149,0,58,77,3.31
6,3,162,0,33,26,5.46
7,2,57,7,58,61,7.13
8,4,272,86,65,53,4.8
12,3,214,0,83,54,4.1
12,3,165,100,36,35,5.25
10,2,131,77,64,55,5.73
14,2,224,0,66,50,4.8
12,3,237,54,65,55,4.74
12,2,188,39,47,51,4.93
13,3,206,102,68,43,6.02
9,2,179,64,57,60,5.4
14,3,87,0,39,42,6.71
9,2,168,56,73,47,2.57
9,2,186,0,49,25,5.59
16,3,212,79,30,48,3.08
11,2,104,82,52,80,4.81
18,3,162,0,45,63,4.02
12,4,278,93,65,43,4.23
11,2,179,98,59,36,5.18
8,2,202,63,58,27,4.66
14,3,215,88,53,48,4.3
11,3,207,78,81,47,4.92
10,3,193,91,30,34,4.91
7,2,187,61,60,54,6.14
9,3,217,51,49,49,7.34
9,3,251,114,54,39,3.62
7,3,229,62,46,37,5.95
14,3,234,104,39,40,3.37
11,2,193,68,74,44,4.48
9,3,284,77,60,32,4.18
4,3,219,93,76,37,5.81
15,2,172,55,40,59,7.08
12,3,205,101,30,55,2.37
8,3,256,68,57,44,4.17
15,2,155,54,39,45,5.99
13,3,204,0,20,40,2.25
9,3,195,0,43,49,4.37
8,3,206,47,53,21,4.19
11,2,161,98,50,49,5.62
13,2,177,0,47,53,3.88
11,2,139,0,46,57,4.66
12,3,223,102,79,39,2.04
11,3,190,49,48,32,5.41
6,2,172,66,53,56,4.83
10,2,139,51,38,61,5.42
14,3,154,50,51,51,4.61
10,3,171,98,29,68,5.01
14,2,208,71,66,34,4.67
19,3,168,0,62,88,3.63
12,2,159,76,38,16,5.22
15,2,152,35,38,38,5.95
9,2,175,42,35,38,4.34
13,2,155,0,48,49,3.68
7,3,195,63,49,43,3.77
13,3,167,0,60,54,6.2
11,2,183,62,50,26,3.43
15,3,205,56,43,62,3.78
11,2,189,0,47,64,3.37
11,2,109,88,17,42,6.47
18,3,222,0,64,63,6.25
15,3,178,54,42,45,3.0
14,3,165,81,68,41,4.77
15,2,107,56,49,54,5.4
17,2,170,43,44,55,3.86
8,2,160,51,63,36,5.1
8,3,221,70,41,53,6.74
9,3,165,42,49,32,6.23
12,2,130,55,44,57,4.5
7,3,209,57,68,59,3.51
8,2,219,33,15,45,5.32
7,3,233,62,60,54,5.41
8,2,222,49,27,29,3.82
10,3,209,0,53,41,6.18
11,3,260,0,47,26,2.9
13,3,171,71,78,77,4.86
14,2,223,66,45,48,4.08
11,3,219,40,61,57,4.38
10,3,243,56,56,27,5.06
13,1,98,0,24,44,6.03
12,3,201,72,55,20,4.83
14,3,260,0,66,54,3.4
11,4,245,0,64,40,6.53
10,3,181,59,53,46,4.71
10,2,160,52,51,54,5.02
12,3,112,86,52,56,4.55
12,2,145,78,58,52,5.3
11,2,202,0,69,69,5.54
15,3,200,64,61,72,4.29
8,2,151,84,25,41,7.02
14,2,99,98,37,73,4.84
10,3,263,66,53,31,6.1
8,2,221,64,40,42,4.05
12,2,189,85,53,36,4.99
18,2,127,71,48,82,4.23
17,4,195,110,94,54,2.67
12,3,204,72,42,53,5.49
12,2,242,85,20,27,4.93
14,2,165,72,48,30,5.17
9,1,124,52,36,37,5.56
5,3,225,81,46,33,4.31
15,2,121,57,43,58,6.29
10,2,130,0,24,18,5.43
13,2,119,50,50,59,4.81
14,3,159,0,58,58,6.48
10,2,159,74,50,60,3.6
11,3,306,72,71,28,3.89
11,3,199,67,50,32,5.02
7,2,152,54,58,27,5.13
11,1,87,0,45,51,6.6
11,3,219,55,61,65,4.65
9,3,246,90,49,58,4.35
13,2,226,0,36,37,2.41
13,3,245,69,58,59,4.56
10,3,194,0,76,43,4.33
17,3,163,91,53,34,4.69
13,3,204,76,48,62,5.81
13,3,163,72,55,51,4.97
7,2,198,69,49,65,4.62
13,3,167,74,44,67,4.73
11,2,167,76,85,64,6.19
9,3,172,63,38,40,6.02
13,3,223,96,44,34,2.86
5,3,259,87,55,31,5.17
11,3,259,58,67,64,3.96
13,3,132,22,43,21,5.27
17,2,144,78,62,41,6.0
7,3,119,57,50,53,5.67
8,1,196,71,28,39,3.69
10,3,152,58,38,38,5.73
9,3,245,22,59,57,5.4
14,2,155,53,51,48,4.2
8,2,198,0,33,34,5.04
19,2,129,52,46,48,5.49
13,2,159,79,43,54,4.05
13,3,205,27,42,30,4.15
8,2,162,52,54,26,5.17
9,3,231,72,49,46,4.12
16,1,96,64,51,75,3.71
10,3,150,75,55,52,5.92
11,3,250,93,54,56,2.7
14,3,134,0,52,41,5.23
14,2,157,81,58,49,2.89
12,2,183,70,48,41,5.79
11,2,206,42,57,37,5.83
9,3,253,102,46,26,4.76
5,3,245,56,28,19,4.76
11,4,296,106,64,68,4.31
8,2,130,97,43,34,4.64
10,2,100,0,48,37,4.41
10,3,172,0,30,41,4.2
10,1,151,45,55,66,4.99
17,3,198,109,56,46,3.49
8,3,207,64,41,35,5.63
13,2,117,52,39,55,4.2
15,3,222,80,68,52,3.11
10,2,175,82,40,45,4.65
10,2,138,0,31,55,5.23
14,2,132,65,43,59,6.7
14,3,196,74,42,49,3.78
9,3,190,69,62,56,4.33
17,2,195,0,59,73,3.46
12,1,173,0,37,17,5.58
18,3,158,56,67,43,3.94
9,2,139,0,21,40,7.16
11,2,197,95,46,55,4.05
12,3,213,92,51,45,4.3
11,4,227,76,69,42,2.65
12,3,183,0,56,40,3.31
16,3,169,76,69,56,2.5
11,3,118,78,74,42,4.36
11,2,168,85,35,53,3.7
9,3,207,96,16,36,5.56
13,2,197,54,46,29,3.59
11,3,180,0,60,45,5.15
11,2,172,0,45,26,4.8
16,3,130,65,55,58,4.45
10,2,150,75,29,40,5.97
8,3,199,55,64,45,4.49
11,3,181,87,34,49,3.35
7,2,223,0,28,60,5.33
15,3,222,0,71,40,2.82
8,3,242,53,70,53,5.27
8,2,219,0,41,46,6.28
6,3,176,42,64,38,3.79
10,2,187,53,50,48,6.11
14,2,208,74,68,55,5.21
6,3,173,64,65,41,5.66
9,3,215,89,40,39,4.81
9,3,162,52,61,49,4.36
11,2,197,0,49,53,6.63
10,2,101,45,58,66,6.59
8,3,192,61,66,48,4.98
12,3,111,0,40,30,5.45
8,2,195,52,57,54,5.61
14,3,161,0,37,59,3.87
15,3,132,0,38,52,4.25
10,2,114,0,53,55,5.93
11,3,175,0,53,46,5.86
9,2,155,95,34,21,5.49
15,1,133,49,47,38,6.01
5,2,176,47,41,53,5.29
17,2,175,94,38,54,4.74
17,3,172,64,64,19,4.29
15,2,149,66,47,46,5.63
13,3,205,76,82,73,4.92
13,2,226,54,46,35,5.59
15,3,253,0,75,40,3.57
13,3,212,103,49,70,2.97
7,2,171,87,53,56,4.02
6,2,131,0,59,46,7.42
14,3,207,0,56,62,4.63
10,2,197,86,12,26,3.74
11,2,181,99,44,48,4.89
12,3,247,110,33,21,4.84
7,3,240,73,62,44,5.86
11,3,279,111,71,70,3.6
13,2,156,56,50,51,5.98
15,2,139,63,67,64,4.28
9,2,132,51,37,46,5.22
16,3,207,0,58,48,3.89
16,3,189,78,73,44,3.83
9,2,165,70,48,60,5.01
10,2,154,43,52,43,4.65
15,2,155,72,59,65,4.35
9,2,143,45,49,53,5.5
9,3,221,120,27,53,3.14
13,3,136,68,34,50,6.31
10,2,192,0,59,52,4.64
12,2,244,0,43,49,3.49
11,2,171,83,63,32,5.28
13,2,162,79,25,50,2.79
14,3,169,108,57,44,3.39
11,2,188,0,67,54,4.44
9,2,218,0,46,23,4.41
14,3,182,82,53,36,4.64
8,3,133,54,35,47,5.59
16,1,184,55,51,55,5.78
17,4,257,0,33,17,2.45
9,2,197,57,40,52,6.59
9,2,202,0,60,33,6.36
8,3,221,0,52,44,4.56
6,2,198,52,46,46,7.06
15,3,173,76,53,40,3.65
9,3,165,94,40,38,4.13
9,2,190,62,47,56,5.3
14,3,291,107,35,43,5.31
11,2,167,68,29,31,5.47
16,3,158,59,42,48,4.7
9,2,116,63,54,65,4.33
10,3,226,46,69,45,4.94
9,2,182,71,47,45,3.99
14,3,212,108,42,73,4.5
9,3,176,62,47,30,3.87
4,2,226,47,62,55,4.44
11,3,236,91,61,63,3.34
15,2,183,0,46,27,4.31
16,3,196,0,49,46,5.07
8,2,214,57,42,50,6.09
15,3,215,76,53,47,3.74
11,3,193,59,41,31,5.58
11,2,198,59,54,45,5.93
12,3,250,57,38,25,5.87
7,3,166,0,65,58,5.59
7,2,217,62,60,54,5.06
15,1,105,0,54,51,6.11
9,3,183,51,47,39,4.75
8,2,146,0,45,41,6.64
9,3,204,81,77,56,4.99
14,2,146,0,53,68,4.5
12,3,135,51,43,22,3.3
16,4,195,89,70,50,4.57
9,2,172,0,40,59,2.77
15,3,186,59,59,51,3.22
8,2,213,88,43,44,5.51
10,3,147,87,37,65,5.19
8,2,164,43,43,48,5.64
16,2,165,67,29,53,3.5
10,2,198,0,54,50,6.5
15,2,173,80,45,67,4.47
12,2,165,60,54,51,4.68
15,3,188,92,74,52,1.28
7,2,161,62,41,36,5.35
12,3,178,67,82,36,3.24
13,2,133,36,58,45,6.85
9,2,179,36,71,57,5.01
11,2,174,62,67,60,5.09
16,4,224,113,41,8,3.62
9,3,179,94,34,29,3.45
15,3,236,0,47,38,4.93
14,3,126,97,50,52,3.66
12,3,182,88,51,61,4.49
15,3,196,67,62,17,6.12
11,3,222,97,64,40,3.13
13,3,155,81,70,68,6.07
15,3,190,68,61,52,3.53
4,2,245,69,44,49,6.07
18,3,200,97,63,77,3.17
14,3,173,0,64,78,1.83
7,2,150,74,49,26,6.97
7,3,260,84,48,20,4.64
11,3,254,88,37,34,5.29
11,3,196,69,50,72,4.31
12,1,156,45,63,57,4.05
7,2,172,0,45,41,4.22
14,3,181,0,76,79,4.01
8,2,204,56,22,45,5.04
9,2,203,66,61,50,6.47
10,2,178,0,54,52,3.84
10,2,141,0,52,43,5.17
10,3,240,88,49,51,4.13
10,3,152,0,39,35,3.35
10,3,140,59,50,56,4.24
15,3,139,96,49,64,3.46
13,3,276,68,68,45,2.99
13,2,194,0,43,47,5.08
7,3,261,0,60,52,3.83
12,3,206,0,41,31,4.9
9,3,221,0,54,58,4.73
10,3,254,63,67,43,5.12
16,2,180,46,51,38,5.09
13,3,232,85,76,53,4.16
17,2,166,64,53,57,3.57
13,4,161,37,57,65,5.88
8,3,199,104,35,35,4.15
18,2,163,99,47,72,3.06
11,2,192,0,49,32,6.13
9,2,158,77,55,48,5.02
11,2,180,52,49,59,2.87
6,2,161,67,61,70,6.12
13,2,184,0,38,52,5.76
13,3,245,94,58,33,3.21
15,2,109,0,46,64,7.31
13,3,205,50,52,31,4.84
13,2,168,0,47,36,5.22
18,3,169,0,51,48,6.66
18,3,211,72,38,32,2.15
7,2,192,0,37,19,6.64
6,2,113,45,50,36,5.0
16,2,162,110,29,44,5.2
9,3,200,56,53,56,5.21
14,2,61,56,48,63,5.84
15,2,159,103,41,57,3.73
11,1,122,0,36,51,6.64
10,3,175,0,45,44,4.45
11,3,177,52,64,44,6.39
11,3,232,106,41,35,4.61
13,3,240,74,35,34,3.53
14,3,234,91,52,59,3.39
10,3,170,111,44,38,3.94
9,2,99,41,43,39,5.88
13,2,140,0,36,37,6.01
13,3,229,94,43,56,4.5
12,2,203,73,68,55,5.43
13,3,203,52,33,33,6.39
9,3,186,82,62,47,4.45
9,3,207,51,66,58,4.32
11,3,180,108,52,70,3.53
8,2,194,60,26,53,6.34
11,3,281,0,49,33,4.39
10,2,205,68,58,52,3.81
14,3,182,61,40,49,4.87
10,1,144,0,55,59,6.74
8,2,150,0,45,39,5.43
16,3,191,106,51,43,3.37
15,2,147,66,48,35,5.78
11,2,140,45,74,47,6.93
9,2,211,80,44,60,4.24
12,2,172,69,43,53,5.87
13,2,151,49,42,36,4.92
17,2,140,67,48,56,5.24
13,3,201,0,44,45,4.28
12,3,235,75,55,25,3.54
15,2,141,80,45,71,3.56
9,3,163,55,48,53,5.28
11,3,227,90,35,48,4.64
6,3,264,0,54,31,4.2
9,2,164,52,65,43,4.52
6,2,229,28,66,43,5.06
12,2,200,65,46,41,5.29
12,3,268,51,59,40,3.39
16,3,166,82,40,44,3.87
8,2,175,35,43,30,7.27
14,2,151,0,23,33,3.95
14,3,170,114,10,34,4.34
8,3,265,65,36,45,4.21
7,4,256,0,70,43,4.58
15,2,164,63,48,65,4.15
16,2,169,59,76,56,5.03
15,3,220,92,65,36,4.47
18,2,161,0,73,64,3.75
10,2,202,86,43,39,3.67
9,2,217,79,67,53,6.13
13,2,189,0,67,58,5.84
13,3,205,106,41,57,3.35
11,3,186,0,18,33,3.5
10,2,197,66,46,54,4.42
9,2,184,76,41,42,5.75
13,3,165,43,57,40,5.5
7,4,222,62,76,38,5.31
19,2,177,89,53,52,4.73
11,3,185,87,55,62,4.85
9,1,145,57,23,51,6.17
11,3,276,96,60,52,3.29
13,3,207,87,72,60,7.05
13,3,180,73,59,49,6.27
5,2,160,38,54,60,4.36
13,3,165,88,49,37,3.31
10,3,215,112,37,69,4.26
16,3,178,83,65,51,5.73
14,3,199,89,45,31,4.62
12,3,222,95,26,39,2.63
8,3,235,74,66,40,3.57
9,3,188,62,73,38,5.6
13,3,204,80,54,55,3.41
14,3,225,62,57,40,5.78
8,2,261,79,35,28,4.63
10,3,226,73,64,49,5.74
13,1,116,65,56,64,4.77
4,2,138,60,40,41,4.92
8,3,209,42,57,48,4.06
13,3,210,77,31,50,5.03
14,2,154,59,60,43,4.19
12,2,186,84,83,73,4.24
10,3,177,85,47,45,4.58
12,2,212,96,58,62,3.04
9,2,156,0,43,57,5.3
8,2,195,62,61,32,5.61
11,3,146,75,69,21,4.1
11,3,151,61,68,80,4.21
14,2,159,64,52,47,5.1
11,2,176,43,15,35,4.68
9,3,133,77,51,54,4.34
13,2,118,0,51,36,5.97
20,4,285,101,71,53,1.41
12,3,183,63,61,40,5.41
11,2,164,70,56,31,5.41
14,2,173,66,72,61,5.15
19,3,253,73,59,44,4.52
15,3,280,108,64,70,2.54
3,2,211,0,56,43,3.45
16,3,239,101,57,51,3.79
14,3,176,69,53,39,3.64
13,3,191,93,40,36,3.84
7,3,195,84,41,48,4.03
9,2,175,0,40,44,4.54
13,2,161,0,67,46,2.54
14,3,210,0,71,41,5.32
7,4,252,0,61,50,1.77
13,3,177,66,53,62,6.58
16,3,189,64,58,41,4.91
15,3,204,89,53,49,5.58
7,2,184,0,64,52,4.99
11,2,231,74,20,31,5.36
17,2,159,68,59,46,4.19
11,2,159,70,42,42,5.59
16,4,177,70,71,63,3.85
17,3,186,0,53,53,5.05
8,2,222,0,41,35,4.28
15,2,137,84,67,43,5.37
12,3,206,0,60,73,4.8
14,3,165,56,69,29,4.88
11,4,237,71,54,49,4.32
14,2,179,0,56,64,4.08
15,1,120,51,37,48,7.18
10,2,138,83,68,29,5.19
9,3,196,84,51,48,3.68
10,2,164,0,46,61,5.56
10,4,234,0,55,43,2.9
17,4,235,86,56,36,4.59
13,2,174,64,41,50,4.41
12,3,146,77,55,21,5.59
17,3,207,73,49,32,5.15
9,2,168,71,52,49,4.03
12,2,165,70,66,51,5.59
12,2,220,0,44,46,3.56
9,3,171,69,42,35,4.65
10,2,162,65,55,62,3.25
14,3,229,97,39,40,6.58
11,3,155,78,52,47,4.39
8,2,134,59,45,42,5.78
7,4,266,66,63,47,3.78
6,2,152,54,55,57,5.91
13,2,211,0,66,57,4.88
11,3,170,90,25,50,4.05
9,3,187,68,52,30,3.92
5,3,200,84,49,37,4.23
10,2,195,66,40,63,4.46
16,2,139,71,47,45,4.64
10,2,234,0,46,42,4.54
9,2,156,76,41,41,4.01
10,3,175,0,58,44,4.33
12,3,188,101,69,40,3.8
16,3,211,107,38,23,3.15
14,2,207,70,65,59,5.15
8,3,118,0,55,28,4.4
8,4,251,89,56,42,4.01
10,2,221,62,67,81,4.84
5,2,168,80,49,74,4.76
14,2,140,71,71,58,5.53
7,3,168,82,50,44,4.62
11,2,140,69,52,56,5.66
7,3,185,68,51,26,3.52
3,2,160,42,48,30,5.98
14,2,141,75,67,28,6.13
13,2,167,0,48,32,4.57
11,3,266,0,45,4,4.28
10,3,176,83,49,67,5.32
7,3,126,0,46,53,4.11
12,2,211,66,32,43,4.28
11,3,175,0,64,43,4.71
13,3,245,93,40,52,4.72
13,3,173,0,42,51,5.62
10,2,185,82,27,42,4.6
12,3,179,112,42,60,4.97
11,2,221,79,29,60,4.27
11,3,228,84,72,53,5.66
7,3,122,42,57,68,4.99
15,3,166,60,38,44,3.02
12,3,205,87,51,40,2.39
15,4,185,87,75,54,4.67
6,3,181,0,60,42,2.84
10,2,168,65,46,50,3.42
15,2,146,74,73,55,4.09
11,3,181,93,39,33,3.5
11,3,177,82,51,50,5.92
10,2,207,65,68,16,5.98
19,3,199,58,78,67,5.23
12,3,245,63,48,33,3.61
10,3,232,91,40,30,2.84
12,2,198,59,68,74,4.84
11,3,218,80,53,43,3.87
8,3,222,94,55,65,3.25
13,3,203,98,53,53,4.34
10,3,198,65,64,43,5.1
13,2,108,67,57,58,5.6
6,3,236,47,62,34,6.0
11,2,118,42,56,61,5.04
12,2,137,90,51,79,3.18
16,3,228,97,95,56,4.03
7,2,112,0,42,51,6.26
9,3,236,0,57,52,4.08
16,1,147,0,65,76,5.01
11,2,153,0,18,35,5.55
13,3,206,71,63,45,4.2
14,3,191,0,50,58,3.09
8,2,253,87,59,40,3.23
14,3,249,71,60,44,4.4
5,2,214,0,52,55,5.1
13,2,155,69,47,23,4.46
14,3,164,83,62,50,5.01
9,3,164,59,65,38,4.57
15,3,292,73,75,44,4.4
12,2,195,0,50,64,5.54
8,3,127,66,34,49,5.03
13,2,165,65,56,68,5.14
8,3,240,70,74,70,4.13
16,3,144,88,63,58,4.89
14,2,174,56,78,61,3.24
12,3,157,83,68,43,4.44
14,2,188,108,28,48,3.93
9,2,193,0,34,27,5.96
10,3,159,37,75,66,4.25
14,3,166,80,49,59,4.01
14,2,185,0,54,58,5.34
14,2,151,64,47,39,5.05
11,2,180,83,46,33,5.91
12,2,141,0,52,52,4.37
11,2,253,0,81,54,5.32
9,2,284,60,35,40,3.88
10,2,184,59,46,44,4.79
10,2,80,58,56,36,4.48
11,2,129,35,65,45,5.64
11,3,141,0,69,52,4.93
13,3,160,48,70,53,4.29
13,3,151,87,59,53,4.36
11,2,213,0,47,57,4.68
15,3,234,0,59,63,3.66
11,2,187,84,44,30,4.46
10,2,174,0,61,36,2.77
14,3,208,70,48,28,3.35
10,1,121,33,48,56,6.45
10,2,122,0,44,50,6.02
12,2,179,0,58,32,6.84
6,2,167,52,55,70,5.63
12,3,229,99,51,60,4.36
8,2,180,0,41,68,4.57
10,2,173,63,56,30,4.41
12,3,187,74,56,48,5.55
7,3,225,63,51,60,5.11
7,3,235,0,52,74,3.65
9,3,199,31,54,37,5.21
12,2,208,91,44,29,4.14
4,3,219,56,36,26,4.98
11,1,144,0,43,57,6.14
11,2,129,62,48,41,4.66
13,3,221,71,61,58,4.11
11,3,222,0,35,41,3.94
14,4,236,92,62,47,4.76
11,3,208,58,65,45,5.23
12,4,318,90,51,30,4.59
11,2,213,0,58,45,4.59
13,2,173,21,69,44,5.15
10,3,124,105,32,59,4.33
15,3,223,88,62,63,3.36
14,3,195,96,44,47,2.63
6,3,167,54,51,36,7.05
4,3,146,0,53,53,3.19
11,2,192,0,40,22,4.91
16,2,215,46,75,38,4.51
12,2,169,65,64,53,3.95
9,2,123,75,46,57,3.84
11,2,249,96,68,55,3.97
14,3,230,0,60,42,3.9
6,3,161,44,48,50,5.7
12,3,169,0,45,39,4.88
8,3,201,60,71,50,4.04
12,3,235,54,50,42,5.28
8,3,239,0,54,56,4.58
13,2,121,0,58,54,5.65
10,1,206,42,48,67,5.79
15,3,186,0,58,49,3.05
17,2,147,0,66,85,3.65
8,3,181,0,32,57,5.13
11,3,170,66,51,47,4.05
12,1,186,0,58,41,6.14
16,3,124,95,65,35,4.35
10,3,193,67,52,42,3.6
17,3,216,100,49,60,5.4
10,3,238,99,46,48,3.97
7,3,237,0,25,24,3.71
15,3,213,93,45,38,4.12
15,3,177,0,61,22,6.15
12,1,200,86,38,31,4.87
10,2,195,76,19,19,4.55
9,3,147,80,47,54,3.02
16,2,219,91,43,50,3.74
11,2,156,87,24,64,3.75
15,3,176,64,46,51,4.02
15,3,146,82,54,45,5.27
15,2,116,47,48,41,6.75
14,3,157,113,43,37,5.03
11,3,237,58,63,40,4.76
15,2,150,79,56,52,5.65
14,3,155,0,64,65,4.5
13,2,99,78,65,29,3.46
10,2,124,78,45,43,7.07
11,1,98,5,45,58,6.06
15,3,198,87,67,54,4.15
12,3,217,0,46,49,4.25
16,3,141,69,70,79,4.19
8,2,236,66,64,49,5.37
11,3,180,91,36,51,4.88
8,2,126,82,25,55,5.48
13,3,313,80,68,31,2.93
10,2,196,52,71,67,5.3
14,3,187,0,68,48,4.83
13,2,135,65,60,60,3.09
10,2,183,57,52,47,4.67
12,3,282,59,63,53,3.77
9,3,157,65,60,49,5.83
5,3,155,0,47,32,5.46
9,3,169,103,33,32,3.55
